,username,location,text,hashtags,tweet_date
1857,Zoe,Hungary,"Instead of vague targets for the abstract thing called  either global warming or climate change, I would support all non-abstract well-designed plans: 1. to try to reverse the damage that pesticides do to bees, &amp;; 2. to stop the dreadful spread of waste plastic through the world",[],2021-11-26 11:59:47
1858,Thomas Cleveland,Michigan,"If some people are so worried about climate change, Global warming, (I am noy) then why do we the consumer not have a wind generator and or solar panels given and installed at no cost to the consumer at our residence?",[],2021-11-26 11:57:13
1859,Dr Richard Kirby,"Plymouth, England",Is the climate crisis driving rare bluefin tuna to British waters? https://t.co/s6eGI69Fzl   See our latest article suggesting bluefin tuna may persist in UK seas - an economic boost to eco-safaris watching these incredible fish: https://t.co/mI1mUdmP56 Contact me for a free pdf.,[],2021-11-26 11:50:42
1860,이나 yna 🎄☃️,eng/fil/한,"I really love how Jaemin talked about global warming, climate change, etc. on bbl today especially since COP26 just ended. The world really is in trouble &amp; him mentioning that is so important. It’s a little reminder for us to do our part &amp; to be more aware of crucial issues~😊🌏",[],2021-11-26 11:37:56
1861,Kamel,,@CaralhoPhilly @MToph91 @Seamus_Malek I for one cant believe what an incredible opportunity it is to invest in housing in a part of the world that regularly gets 100 degree weather at 99% humidity with runaway global warming and climate change to look forward to in the next few years.,[],2021-11-26 11:28:14
1862,Justiss Goode,"Los Angeles, Ca.","Global Warming is Causing Climate Change and Maybe Even a Rainy Day | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Read this thought provoking story https://t.co/UOWBZIOfgc and don't forget to share your thoughts.",[],2021-11-26 11:03:43
1863,Blue Planet Society,United Kingdom,"'While the climate crisis, and the warming surface waters is likely to play a role, scientists have also identified another contributing factor' #BluefinTunaUK https://t.co/IX2WmeokLn","[{'text': 'BluefinTunaUK', 'indices': [145, 159]}]",2021-11-26 10:59:52
1864,Allan Margolin,NYC USA,"What's #ClimateChange Doing To The Taste Of Rice  

https://t.co/gTEvcuP3HZ

@BeingFarhad @TheStephenRalph @DeniseDarrer @BSuhic @TomRaftery @MichaelMannEU  @AussieDebPeace @climatecouncil @DrMariaNeira @kathid_d @GoldfingerMarko @UswaeZainab3 @JacobKumenda @SolomonKarori2 https://t.co/H8a1XGyBJR","[{'text': 'ClimateChange', 'indices': [7, 21]}]",2021-11-26 10:55:00
1865,Old Windbag,,@CelovskyDanny Good question. Mine is why do climate deniers keep on denying man made global warming + climate change in spite of the evidence ? Denial is BS. Stating our obvious current dependance on FF does not change the logic that we have caused it and so we need to do something about it.,[],2021-11-26 10:52:53
1866,MaREI,Ireland,"Climate change requires transformative social action

@HannahEDaly in #MaREI @UCC talks to the Independent Thinking magazine on how it is still possible to limit global warming to safe levels, but transformative social action will be necessary

https://t.co/oaelvX2tzl https://t.co/4aXEfbQBA0","[{'text': 'MaREI', 'indices': [70, 76]}]",2021-11-26 10:45:21
1867,ًazee,"she/they . . 5teen ♡︎
filo — !¡ see pinned byf 
sb to unf  ☻︎  sometimes ia
dedicated to stray kids & nct

처음 만난 그 순간처럼 가슴이 두근대.
",this man be talkin about climate change and global warming https://t.co/WUqyJDGRDt,[],2021-11-26 10:40:06
1868,The Sydney Morning Herald,"Sydney, Australia",Global warming is changing Australia’s weather for the worse and a new study shows for the first time this is the key driver of deadly bushfires | @micksfoley https://t.co/CdFsTURtbR,[],2021-11-26 10:32:46
1869,nope,,"that's right na, because of the global warming climate change unpredictable. that's a big problem for us. lets use plastic, water, etc wisely. ex bring our own bag when we're going to market.",[],2021-11-26 10:25:27
1870,"Sexy Shadow, meow?(is that you?)",,"payolaed ""scientists"" manipulating data
scare-mongering since the 60s with
global cooling to global warming to ozone depletion to climate change https://t.co/Wr7t5A1OZc",[],2021-11-26 10:17:46
1871,Amerucan_Bantu,"Nairobi, Kenya","@KenyaGovernors I do not trust the GoK or the County Govts to #properly manage and develop policies, research and actions required to 'mitigate and adapt' to this emerging threat on climate change aka global warming.","[{'text': 'properly', 'indices': [62, 71]}]",2021-11-26 10:17:26
1872,Stephen Teleki,Melbourne,"@radswan1 Those fools changed the title from “global warming “ to “climate change”. It then covers hot, cold, wet, windy, cyclones etc.",[],2021-11-26 10:16:22
1873,Old Windbag,,@Paul204731131 @MartinBrampton @omnisophos @pukeuprainbows @Brereton_N @sueytonius @Royalacresrod @PaulAtBillabong @Zane1968 @robhon_ @Nullius_ @DrDMurray1 @deirdreritchi10 @Anna98831 @markp1950 @Barrtecforever @cieloyla @RHMcK1 @lawyer4laws @Akito__Tenkawa @182_DuncH @GeraldKutney @DarkroomOnline @Mike__Oliver @ChartsClimate @flatheadcoupe1 @HL10PM @deedeesmiles4u @WebKarls @Roark_Architect @CelovskyDanny @newglobesun1 @Nickpeterliz @Robert76907841 @WesternFreedom @BailFund_Brawl @Richard08653290 Reality is called man made global warming + climate change. Try reading some SCIENCE - as advised by Greta. https://t.co/PknkOeflii https://t.co/2rtbEPiCKm https://t.co/oSgEoN39VP https://t.co/jgdqhrl5wT https://t.co/o9k3m0ikXD https://t.co/hPokpxJik5,[],2021-11-26 10:15:01
1874,Philip Rendado,Cavite,"are dominant and men are weak at. Stop crying like a baby. 

4. Climate Risks
ANS: Climate change is cyclical. Thousands of years ago, the world's temperature is 2° warmer than today. Co2 emissions may have exacerbated it, but Global Warming is the greatest scam of all time,",[],2021-11-26 10:14:54
1875,British Sea Fishing,United Kingdom,Article in the Independent asks if climate change is driving bluefin tuna into British waters - https://t.co/bNMcEDR8kC,[],2021-11-26 10:10:06
1876,treehugger7704,,"@PeterSweden7 It's Climate Change, not Global Warming.",[],2021-11-26 10:09:12
1877,La 🦋,she / her,"Open letter for The UN climate change conference

Take him as your speakers for global warming. Thank you https://t.co/mgi1QlYTZA",[],2021-11-26 10:08:53
1878,(๑꒪▿꒪)🍑,+63 | ao3: jaemnoya | 🐰🐑,jaemin talking about global warming and me having a group report about climate change 😂 but really it has become too hot ;;;;; it's already november and it's hot af here.... can we shift the blame to the big corps who are greatly contributing to climate's change 🥲,[],2021-11-26 10:07:54
1879,Marek Bogacki,Dublin,"@clim8resistance
This BBC article yesterday added to the litany of terrible things that are happening because of global warming. Man-made climate change is killing off the birds, right?
BBC https://t.co/Qn1fYz5XIZ
THREAD https://t.co/dtBy3FMGBI",[],2021-11-26 09:55:17
1880,European Youth Event,Strasbourg / Brussels,"Climate change is advancing fast and relentlessly! 🌍🌍
One of the major responsibles for this are greenhouse gas emissions! 🏭

The EU is fiercely trying to contrast global warming and tackle this issue as soon as possible! 🚀🚀

➡️ https://t.co/AcaGoUWtgM https://t.co/S58ZzhjRWs",[],2021-11-26 09:37:24
1881,AYMAN,"Mumbai,India",@AnilKapoor In Germany people are fighting for climate change and as the world is on the brink of Global warming and massive flooding why don't  you take a stand for climate change there.#climatechange,"[{'text': 'climatechange', 'indices': [187, 201]}]",2021-11-26 09:23:08
1882,Phil,Thanet,"@anon20421494 @tim_rigby @InsulateLove @essexpolice @GOVUK It's still called global warming, that's just one component of climate change.",[],2021-11-26 09:20:40
1883,EHN,"Bozeman, MT","ExxonMobil says it backs the scientific consensus on #climate change. But one executive cast doubt about global warming's impact while speaking to state regulators earlier this month, according to a recording.  @washingtonpost  https://t.co/zoCqruzmf8","[{'text': 'climate', 'indices': [53, 61]}]",2021-11-26 09:00:29
1884,VICE World News,,"Salt, butter, and a dash of climate change.
https://t.co/APlC5C7W63",[],2021-11-26 08:53:27
1885,SWE Alliance,,"Climate change is leading our country towards water crisis. More than 1047 bcm of water is lost in evaporation due to global warming, leading to non-availability of safe drinking water. 
.

#SafeWater #COP26 #ClimateChange #TogetherForOurPlanet #GoGreen #WaterTech https://t.co/Wb3bjcrbDD","[{'text': 'SafeWater', 'indices': [190, 200]}, {'text': 'COP26', 'indices': [201, 207]}, {'text': 'ClimateChange', 'indices': [208, 222]}, {'text': 'TogetherForOurPlanet', 'indices': [223, 244]}, {'text': 'GoGreen', 'indices': [245, 253]}, {'text': 'WaterTech', 'indices': [254, 264]}]",2021-11-26 08:44:30
1886,Roger Clague,"Birmingham, UK","@njbtweet @glinch72 @jonwaldron @ejwwest @TomPlesier @TheKingsTrigger @d_e_mol @jpgcrowley @Michael_56 @Veritatem2021 @RoyPentland @B_Bolshevik100 @ZombiePiano @Ceist8 @FriendsOScience @Anna98831 @Tangomitteckel @scientist_for @OscarsWild1 @priscian @FChecker76 @DocSnow1 @JR4_Truth @aSinister @BubbasRanch @JohnDublin10 @jefftonna1 @ImRusts @fagandr1 @BJChippindale @FillmoreWhite @Lo_VVriter @Spencerfletch0 @Realnotdreamer @xxghostface420 @Robert76907841 @MikeDel21893959 @Jaisans @Kenneth72712993 @variegated2 @flyonthewall182 @JoshSehn @rubiginosa @Homer4K @LouisCy72344053 @FactSparrow @Roark_Architect @OzzmanOsgood @DawnTJ90 @DaveWRose Global warming 
Climate change
Climate crisis 
climate war ?",[],2021-11-26 08:29:52
1887,Lemann Ole,"Nairobi, Kenya",@thetimes And what about the effects of climate change Prince William? Do you not know that bears in the north/south poles are declining due to global warming? Can that be blamed on the Africans,[],2021-11-26 08:26:57
1888,Ben Pile,UK,"This BBC article yesterday added to the litany of terrible things that are happening because of global warming.

Man-made climate change is killing off the birds, right?

https://t.co/JU5ZdbQCDX",[],2021-11-26 08:22:56
1889,Bri Pro Choice Firth (CC),,"@NeilView Man global change warming made climate event weather.
Take Your Pick😏",[],2021-11-26 08:13:25
1890,STARSCI YES-O CLUB 🌲,SRSTHS,"🌳 As we conclude our Global Warming and Climate Change Consciousness Week, let us all remember that we should not only care for our environment once a year, but everyday. 

We experience its effects everyday, and it will only get worse as time passes by. https://t.co/BTHTGWkxPz",[],2021-11-26 08:03:05
1891,Robert Joseph,Britain,"🎈💎#Revolotto ""Revolution to protect our planet""

🌴Join Revolotto Join Revolution🌴

 To protect our Planet from Global Warming &amp; Climate change🌳❤️

#Bitcoin #BTC #BTSdiWIBKpopAwards #Binance #BSCGem #cryptocurrency #PlayToEarn #BlackFridayAmazon #crypto #blockchain #NFTs #NFL https://t.co/zKx7XVjfNl","[{'text': 'Revolotto', 'indices': [2, 12]}, {'text': 'Bitcoin', 'indices': [151, 159]}, {'text': 'BTC', 'indices': [160, 164]}, {'text': 'BTSdiWIBKpopAwards', 'indices': [165, 184]}, {'text': 'Binance', 'indices': [185, 193]}, {'text': 'BSCGem', 'indices': [194, 201]}, {'text': 'cryptocurrency', 'indices': [202, 217]}, {'text': 'PlayToEarn', 'indices': [218, 229]}, {'text': 'BlackFridayAmazon', 'indices': [230, 248]}, {'text': 'crypto', 'indices': [249, 256]}, {'text': 'blockchain', 'indices': [257, 268]}, {'text': 'NFTs', 'indices': [269, 274]}, {'text': 'NFL', 'indices': [275, 279]}]",2021-11-26 07:41:31
1892,Rosy💙,Moon,"🎈💎#Revolotto is a Revolution to protect our planet

🍁Join Revolotto Join Revolution🍁
 To protect our Planet from Global Warming &amp; Climate change🌳

#Bitcoin #BTC #BTSdiWIBKpopAwards #Binance #BSCGem #cryptocurrency #PlayToEarn #BlackFridayAmazon #crypto #blockchain #NFTs #NFL https://t.co/mwkE8BIQ44","[{'text': 'Revolotto', 'indices': [2, 12]}, {'text': 'Bitcoin', 'indices': [151, 159]}, {'text': 'BTC', 'indices': [160, 164]}, {'text': 'BTSdiWIBKpopAwards', 'indices': [165, 184]}, {'text': 'Binance', 'indices': [185, 193]}, {'text': 'BSCGem', 'indices': [194, 201]}, {'text': 'cryptocurrency', 'indices': [202, 217]}, {'text': 'PlayToEarn', 'indices': [218, 229]}, {'text': 'BlackFridayAmazon', 'indices': [230, 248]}, {'text': 'crypto', 'indices': [249, 256]}, {'text': 'blockchain', 'indices': [257, 268]}, {'text': 'NFTs', 'indices': [269, 274]}, {'text': 'NFL', 'indices': [275, 279]}]",2021-11-26 07:39:18
1893,Chloe Protz,,so interesting #vice Does Global Warming Make Rice Taste Better?https://t.co/KxSKJVyYUJ https://t.co/fJREKrrPSs,"[{'text': 'vice', 'indices': [15, 20]}]",2021-11-26 07:39:02
