,username,location,text,hashtags,tweet_date
1927,John Ziegler,"Los Angeles, CA",Translation: Leaders of the Climate Change/Global Warming Religion Realize they Need to Merge With the Race Reparations Religion In Order to Fully Pull Off Their Boondoggle… https://t.co/eyOk81UNDj,[],2021-11-27 01:09:00
1928,Sara,"Las Vegas, NV","@tw_simpson I’ve told my daughter that since me and her dad were born in the late 70’s we need t-shirt that say:

I’ve survived:
Impending Ice Age,
Hole in the Ozone Layer,
Acid Rain,
Global Warming,
Killer Bees,
Ice Caps Melting,
&amp; Climate Change

(Did I leave any out. 😂)",[],2021-11-27 00:10:32
1929,RSMacKinnon (he/him),A place that's on fire.,@nationalpost Nov 16 EWE:  Climate change: Guadeloupe's coastline threatened by global warming. https://t.co/0mu7UeR0vT,[],2021-11-27 00:09:36
1930,Princeton University,"Princeton, NJ","""If we go on a path to 3 degree warming, more and more things that are unheard of or have been unheard of will become relatively commonplace.""

At @NPR, @PrincetonEnviro director Gabe Vecchi talks about the dangers of a 1.5-degree increase in global temps. https://t.co/KjSnYHrvAf",[],2021-11-27 00:07:01
1931,DeanHare,The Palouse,@RBReich I am more concerned that all fossil fuels companies are using their owned politicians to kill off beneficial legislation that would help curb climate change and global warming.,[],2021-11-27 00:01:25
1932,Peter Leighton-Jones Ⓥ 🏴󠁧󠁢󠁷󠁬󠁳󠁿🌱,"Leeds, England","@_Spinflight_ Global warming is just one symptom of climate change, where the latter causes extreme weather events. The UK will be significantly colder if the gulf stream halts...due to climate change feedback loops.",[],2021-11-26 23:45:50
1933,ZNet,,"A root reality of injustice experience in the way global warming points to data that shows that the 1% of the world population is currently subject to barely livable climate conditions @rfalk13
https://t.co/5Zr4Z9sAbM",[],2021-11-26 23:44:25
1934,Playing For Change,The World,"Join us December 5th on #PFCPlantATreeDay and Play For The Environment!
We invite our community to make a real difference. Plant a tree and take action to combat climate change and global warming. 
Share your best pic #PlantingATree and Play For Change! #CorningGorillaGlass https://t.co/cA9ow3eHFC","[{'text': 'PFCPlantATreeDay', 'indices': [24, 41]}, {'text': 'PlantingATree', 'indices': [218, 232]}, {'text': 'CorningGorillaGlass', 'indices': [254, 274]}]",2021-11-26 23:30:00
1935,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, North Carolina, USA","#climate #change The 11TH HOUR FOR THE EARTH #climatechange #global #warming #GlobalWarming #nature #preserve_nature
https://t.co/mrNoQhJGct https://t.co/hvhaeHR7Wy","[{'text': 'climate', 'indices': [0, 8]}, {'text': 'change', 'indices': [9, 16]}, {'text': 'climatechange', 'indices': [45, 59]}, {'text': 'global', 'indices': [60, 67]}, {'text': 'warming', 'indices': [68, 76]}, {'text': 'GlobalWarming', 'indices': [77, 91]}, {'text': 'nature', 'indices': [92, 99]}, {'text': 'preserve_nature', 'indices': [100, 116]}]",2021-11-26 23:12:36
1936,@drtimball #climate,Columnist-Landowners Magazine,"Canada is the “worst performer” of G7 nations on climate change: environment commissioner 
Dr Tim Ball - Historical Climatologist
Book: ‘The Deliberate Corruption of Climate Science’
Book: ‘Human Caused Global Warming, the Biggest Deception in History’
https://t.co/Y2cNzxOFLX",[],2021-11-26 23:12:11
1937,Justiss Goode,"Los Angeles, Ca.","Global Warming is Causing Climate Change and Maybe Even a Rainy Day | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Read this thought provoking story https://t.co/FPLls5ejOE and don't forget to share your thoughts.",[],2021-11-26 23:09:34
1938,beyondWISDOM,,"@AaronWh44790523 @PennyMcLain @JoeConchaTV What we know is a drop
What we don't know is an ocean

This is the drop which we know
https://t.co/3Y5z1fhYmD

This is from the ocean which you don't know.
https://t.co/kI3Dh4b3AI
Method ends climate change &amp; ends global warming",[],2021-11-26 23:01:42
1939,⋆｡♪˚⋆｡♪,Sarawak (SEA),climate change/global warming cause melting of ices then unleash old/new virus that trap in them...,[],2021-11-26 22:56:25
1940,Ila,,"Just heard on the news that we are going to have the coldest winter in years &amp; a prediction of intense cold &amp; snow. So where is the global warming &amp; by climate change, do they mean we are going back to 70s when we used to have done every winter?",[],2021-11-26 22:54:30
1941,Peter Clack,"New South Wales, Australia","The case for climate change is unpicked in this amazing detailed blog. It is the full monty, from drowning cities, sinking islands to burning deserts. Global warming has a long detailed history of planning and scheming, not from any interest in climate. 
https://t.co/wvIZCHJbvT",[],2021-11-26 22:51:15
1942,Neil Fletcher 🌊,EU,"Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/QTXz8ofAJc",[],2021-11-26 22:45:49
1943,Political Humor & Lack Thereof,"New York, USA","@The_Manzino @kerford81 @nuckingfuts99 @PhilWat10873351 @Natem991 @benshapiro This has been completely debunked and they changed it from ""global warming"" to ""climate change"". Because if greenhouse gases were getting trapped and things were heating up we wouldn't be having snow in Texas. They changed it to climate change when they realized it was normal. https://t.co/7SEiSEgNNv",[],2021-11-26 22:45:35
1944,The Nation,,"""In this sweeping imperial transition, global warming will undoubtedly be the catalyst for a witch’s brew of change guaranteed to erode both America’s world system and its once unchallenged hegemony."" https://t.co/NXUcICBgFE",[],2021-11-26 22:30:00
1945,Dr. Abbie 🍂,Anishinaabeg/Odawa land,"(But don't worry, we should worry about climate change/global warming, capitalist dystopia, catastrophic global war, the Sun becoming a red giant, and probably some rogue asteroids, before we should worry about black holes ¯\_(ツ)_/¯ #BlackHoleFriday)","[{'text': 'BlackHoleFriday', 'indices': [233, 249]}]",2021-11-26 22:23:00
1946,W. James Wright,Canada,@brianlilley @Tastic1 @JustinTrudeau But climate change lol biggest joke on the world. I have dealt with acid rain global warming - these politicians know how to make money on pseudo science,[],2021-11-26 22:17:08
1947,GalenW,Earth ,"@rebeccabguinn @MyTwinMN @RBReich We were warned about climate change and global warming thirty years ago and humanity always answered with the cargo cult mantra of ""We'll invent a way out in the future!""

Guess what? The future is here and the devil is calling the tune.",[],2021-11-26 22:13:11
1948,IoT Channel 66,Online,"State of the climate: 2020 ties as warmest year on record https://t.co/PGMYJs8jgM #ClimateChange #environment
rt @wef https://t.co/TKGcz19ojv","[{'text': 'ClimateChange', 'indices': [82, 96]}, {'text': 'environment', 'indices': [97, 109]}]",2021-11-26 22:12:11
1949,Chuck,,"@UKsnow_updates Is that global warming , climate change or weather ?",[],2021-11-26 22:06:15
1950,CorvusSG,Queensland,"@goodfoodgal Always, for as long as they are able to get away with it. And if that stops working there'll be something else - like their goddess Gaia being 'harmed' by global climate warming change cooling ... thing. 

Then they'll lock us up to hit their Naz... sorry, Net Zero targets.",[],2021-11-26 21:56:35
1951,💧🏸 BettyG,Sydney Australia,"https://t.co/wOyAkN6WjI

Peer reviewed research: “evidence showing changes in weather due to global warming were the driving force behind the boom in Australia’s bushfires” 

No excuse for more robust #climateaction #auspol","[{'text': 'climateaction', 'indices': [201, 215]}, {'text': 'auspol', 'indices': [216, 223]}]",2021-11-26 21:29:01
1952,Mr Eton Oldboys OBE,Weymouth,"@CalSocialHermit @TheRainbowEnds I was conned into buying a diesel car to save the planet and stop global warming, now its climate change",[],2021-11-26 21:26:06
1953,Tim Edwards,"Huntsville, AL ","Interior Dept. Report on Drilling Is Mostly Silent on Climate Change

The department recommended higher fees for oil and gas leases, but there was no sign the government planned to take global warming into account when weighing new applications.https://t.co/VpeF1U1NFI",[],2021-11-26 21:20:54
1954,Kathy #Dragons,,@tangledfoooted @EU_NO_MORE I cringe when people use examples of it being cold to show there is no climate change. They learnt the term global warming as a kid and still have no idea what it means. Very cringeworthy and says something about our education system people are this stupid.,[],2021-11-26 21:05:02
1955,Kabull,"England, United Kingdom","@demilynne701 There's no global warming now, it's all climate change 😃",[],2021-11-26 20:57:45
1956,A Window On Tech,Twitterverse,"Rt @wef 
This disease kills 400,000 people a year. A new map shows where climate change will make it worse https://t.co/7cAWBqXUR8 #WorldMalariaDay https://t.co/Sk0nuiegeJ","[{'text': 'WorldMalariaDay', 'indices': [131, 147]}]",2021-11-26 20:50:05
1957,Deb Hunt,,@PhilWat10873351 @Natem991 @benshapiro If you talk to any weather person worth their salt they will tell you these are normal changes. I guess pushing global warming didn't work so now its pushing climate change!,[],2021-11-26 20:43:15
1958,Sam Gatige Gathari,,@ScienceNotDogma @redmayne_robert Wow I'm very excited and encouraged by each and everyone's😊 simple action however it may look like.. but making a great impact on the environmental conservation.. stop global warming and climate change agenda around the globe.. keep it up 👍 guys..#saveplanetearth,"[{'text': 'saveplanetearth', 'indices': [281, 297]}]",2021-11-26 20:25:06
1959,Tony,Australia,"@smh I am in my late 70’s weather be same all my life Australia has droughts, floods, bushfires,very hot weather, very cold weather etc that’s Australia nothing has changed except this people make up lies in my time we had ice Age , Global Warming, Climate Change nothing happened",[],2021-11-26 20:21:54
1960,Mark,,"Interior Dept. Report on Drilling Is Mostly Silent on Climate Change 

The department recommended higher fees for oil and gas leases, but there was no sign the government planned to take global warming into account when weighing new applications.

https://t.co/EXw5iaXhLa https://t.co/IxbaAzqTan",[],2021-11-26 20:18:03
1961,Midnite Ryder❇️,"39.953917, -76",When global warming became climate change https://t.co/jAOL37iHTv,[],2021-11-26 20:17:49
1962,jAnBoK,,"@nickhedley If the vax story falls flat, just through in the global warming (oops, sorry) climate change story...🤭🤡👈🏽
Why are you scared if you are vaxxed?🤭😅",[],2021-11-26 20:01:21
1963,hast1721,,@ksorbs and they poop a lot which causes global warming and climate change,[],2021-11-26 19:49:18
1964,Denver Guy,Denver,"@PamelaApostolo1 It's happening for the same reason that theres global warming, climate change, mass extinctions, and deforestation. It's the pressure from over-population, it happens slowly at first then faster and faster. Called exponential population growth, we are consuming everything.",[],2021-11-26 19:41:37
1965,James Anderson,,"@tan123  ... definitely one for you :)

https://t.co/G3JUqU9M8w",[],2021-11-26 19:37:56
1966,Paul Lewis,UK. Usually in London.,Faithfulness was ‘an albatross round my neck’ says bird https://t.co/ArgQOoWqsb,[],2021-11-26 19:36:41
1967,chanaaz,Kimberley South Africa ,@DaleDaschner Global warming...oops no I mean climate change moving along nicely,[],2021-11-26 19:33:40
1968,Sobia Akbar,,"@iamshafaatali @fawadchaudhry Why can't we choose more than one options?It's difficult.😭😭
In terms of social protection and welfare,Health Card is just revolutionary.
But looking at the rising threat of Global Warming and Climate Change, billion🌲is crucial for the survival of our planet and our future gen.",[],2021-11-26 19:33:03
1969,The Age,"Melbourne, Australia",Global warming is changing Australia’s weather for the worse and a new study shows for the first time this is the key driver of deadly bushfires. #climate  #bushfires  https://t.co/sSvcyPusDy,"[{'text': 'climate', 'indices': [146, 154]}, {'text': 'bushfires', 'indices': [156, 166]}]",2021-11-26 19:30:14
1970,Allan Margolin,NYC USA,"What's #ClimateChange Doing To The Taste Of Rice  

https://t.co/gTEvcv6F6z

@FoodAndWineDiva @thewebbix @RutherfordRocks @Hays4horsesjude @USAPower2People @maura_resister @KapeciaResists @LiberalResist @K_Thomas_Ross @DocTucson @brat2381 @lorjayzee2 @Lola15363615 @confunctionist https://t.co/YEiqnO1n6Y","[{'text': 'ClimateChange', 'indices': [7, 21]}]",2021-11-26 19:25:00
1971,James Cat,"Montréal, Québec","Unless Omicron stops global warming or at the very least changes regulatory policy globally to fight climate change, I am not selling $TSLA. FU, Covid.",[],2021-11-26 19:17:13
1972,Sheetal Chhabria,"Boston, MA","“climate change is not just a problem of global warming or environmental catastrophes but an intricate network of social and economic injustices.” - ⁦@sakshiaravind⁩

A People’s Green New Deal – ⁦@DivDecEcon⁩  https://t.co/UkHvEamh84",[],2021-11-26 19:16:57
1973,USA Unify,"San Francisco, CA","Interior Dept. Report on Drilling Is Mostly Silent on Climate Change. The department recommended higher fees for oil and gas leases, but there was no sign the government planned to take global warming into account when weighing new applications. … https://t.co/bj9D00heoC",[],2021-11-26 19:06:49
1974,Willy D,,"Weak minded people label anything they can't properly explain as climate change. Last Jan they blamed a cold spell on climate change. Yes they claimed warm weather forced down cold air and therefore global warming, just rubbish",[],2021-11-26 19:04:37
